 -0.176751 -0.030235  0.682286 -1.136488  1   0
 -0.536119  0.088056  1.895424 -1.202662  1   0
  0.354958  1.202557  4.115023  1.417431  1   0
 -0.581909  0.464713  2.429974  0.641008  1   0
 -0.030325  0.149749  2.280454  0.350383  1   0
  0.154468 -0.073807  3.226701 -0.298460  1   0
 -1.558304  2.812919  1.662143  0.495254  1   0                                 
  0.183639 -0.176315  2.078457  0.610650  1   0                                 
  1.236719  1.299133  2.241684 -0.498666  1   0                                 
 -1.354879 -0.073643  5.972857 -0.246048  1   0                              
 -0.613149  0.445910  2.911403 -0.290678  1   0                           
 -0.817649  0.046348  7.060067 -0.854021  1   0                        
 -0.634403 -0.553751  3.422858 -0.973680  1   0                     
 -1.182328 -0.336246  0.189820  0.305161  1   0                  
 -1.037120 -0.526399  2.871326 -0.199154  1   0               
 -0.172674 -2.448350  3.912516 -0.871164  1   0            
  0.160018  0.306906  1.644373  0.697807  1   0         
  0.616463  0.401073 -1.658071 -0.231751  1   0      
  1.004744  0.955559  1.638321  2.573535  1   0   
 -0.405861 -0.553966  1.581913  1.503550  1   0
  0.486193  2.284433  1.278648  1.350755  1   0
  0.048323 -1.911489  0.660907 -0.381201  1   0
  0.409904 -1.361140  4.396706 -0.106395  1   0
  0.020878  0.523450  0.245857 -0.723040  1   0
  1.272828  0.469648  3.125752 -0.117375  1   0
  0.182589  0.363762  3.806145 -0.605093  1   0
 -0.861676 -0.041933  2.366135  1.689766  1   0
 -1.291865  1.265337  3.437799  0.518407  1   0
  0.511143 -0.359130  2.681320 -1.746624  1   0
 -0.848899  0.552025  0.864648  0.697148  1   0
 -0.787541 -0.964743  3.978502  0.953225  1   0
  0.318984 -1.159352  4.190644  0.359720  1   0
  0.254844  0.263917  5.725077 -0.514528  1   0
 -0.851810 -0.334007  2.135691 -0.811383  1   0
  1.717277  0.679999  3.701068  0.737695  1   0
  0.579024  1.105821  0.625168 -0.004762  1   0
  0.620140  1.492118  4.072051 -1.336128  1   0
 -0.569302 -1.594139  2.221846 -0.405103  1   0
  0.800230  2.389361  6.285126  1.159388  1   0
  0.276333 -0.395194  2.878279 -0.318199  1   0
 -0.214257  0.166285  3.285447 -0.063960  1   0
 -0.682043  0.159323  2.545629 -0.295930  1   0
  0.671288 -0.652086  0.785272  2.397017  1   0
  0.261498  0.569046  3.658101 -0.261263  1   0
 -0.007130 -0.185261  3.624061  0.511930  1   0
  1.191802 -0.998424  2.689238 -0.633274  1   0
 -1.397093  0.427729  3.860643  1.691786  1   0
  0.447607 -0.082512  7.688879 -0.452116  1   0
  0.545222  1.653308  3.506377  0.664006  1   0
  0.496570  1.695316  2.126645  0.495953  1   0
  0.930050  0.188376  6.081387  1.347414  1   0
 -0.189754 -0.743424  3.998132 -1.446419  1   0
 -1.190981 -0.414700  2.974682 -1.272765  1   0
  0.739100  0.690739  3.687642 -0.932669  1   0
 -0.949827 -0.123076  3.105522 -0.269895  1   0
 -1.612500 -1.119744  5.753855  0.262661  1   0
  1.212968  0.201545  1.963011 -0.900929  1   0
 -1.511277  1.125539  3.165586  0.118951  1   0
 -0.576753  2.427943  4.339250 -1.731425  1   0
  0.279954 -0.230029  1.767045  0.244464  1   0
 -0.751722  0.780359  5.493292  0.239475  1   0
  1.377278 -1.175093  4.905828  1.751392  1   0
 -0.428274  1.463507  3.492030  0.454033  1   0
 -0.349307 -0.405332  3.257147  0.130821  1   0
  0.468662  1.287564  1.158707  0.670913  1   0
 -0.900898  0.301547  2.753156  1.127749  1   0
 -0.919432  0.293185  4.557400  0.840186  1   0
 -0.274693  0.710795  4.014825 -0.383926  1   0
 -0.509667 -0.623521  2.424923 -0.021660  1   0
  0.411027 -1.244354  2.568465  1.473602  1   0
  0.597243 -0.085956  2.760376  0.043252  1   0
  0.791878  0.162295  4.650687 -0.542952  1   0
  0.991999 -1.612071  1.864764 -0.190782  1   0
  0.132391  0.074904  8.372346 -0.922960  1   0
 -1.168298 -0.989343  3.610034  0.741939  1   0
  0.200995  0.680611  3.935056  1.473092  1   0
  1.714869 -0.649774  2.335095 -0.126485  1   0
  1.145033 -1.165481  5.024583  1.288643  1   0
  0.556412  0.955095  0.382829  0.677456  1   0
 -1.634256 -0.315306  2.262033  0.546035  1   0
 -1.537343  0.979198  6.584537  0.943684  1   0
 -0.606717 -0.702822  1.525413 -1.478493  1   0
  0.606334 -0.193069  3.567488  1.653518  1   0
  1.761705 -0.719014  3.381575 -1.379784  1   0
  1.101575 -0.321841  3.397049  0.854689  1   0
 -1.116022  0.413083  3.302706  1.251213  1   0
 -0.121076  1.313226  2.759864 -0.463667  1   0
 -0.073027 -2.736570  0.543085  1.702466  1   0
  0.560333  0.537933  2.232931 -1.496010  1   0
  1.686460 -1.180070  1.819690 -1.984158  1   0
 -0.665853 -1.091440  3.036009  0.254609  1   0
